insCode,instrumentID,cValMne,lVal18,cSocCSAC,lVal18AFC,lVal30,cIsin,lastDate,flow,lSoc30,status_code,group_code,market_type_code,cComVal,cSecVal,cSoSecVal,yVal
8303557992090046,IRO3ZF380001,ZF381,Gheshm Shipping,ZF38,قشم,خدمات کشتیرانی ستاره قشم,IRO3ZF380000,20210914,2,خدمات کشتیرانی ستاره قشم,A,Z1,NO,5,60,6003,303
8384385859414435,IRXYXTPI0026,YTP26,TotalEqualWeightPr,IDXS,شاخص قیمت(هم وزن6),شاخص قیمت (هم وزن),IRXYXTPI0025,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,67
8403167990439117,IRO1BMLI0001,BMLI1,Melli Industry,BMLI,ثملی,بین المللی ساختمان و صنعت ملی,IRO1BMLI0000,20230909,1,بین المللی ساختمان و صنعت ملی,A,N2,NO,5,70,7010,300
8444217089800070,IRR3MNOZ0101,MNOX1,Minoo Co.-R,MNOZ,غمینوح,ح . شرکت صنایع غذایی مینو شرق,IRR3MNOZ0102,20220418,2,شرکت صنایع غذایی مینو شرق,A,1Z,NO,1,42,4243,403
8493402572044871,IRB3W00301C1,W0031,PCC Shahr20230320,W003,گام011261,گواهی اعتبار مولد شهر0112,IRB3W00301C8,20221212,2,گواهی اعتبار مولد شهر0112,A,17,NO,4,69,6922,306
8546641293412808,IRB3KA010631,KA011,Karun airMRB270527,KA01,کارون06,مرابحه هواپیمایی کارون 060306,IRB3KA010630,20230607,2,هواپیمایی کارون 0603,A,17,NO,4,69,6911,306
8603978909726038,IRT3VC030001,VC031,ArmaniTech VCF-VR,VC03,آرمانی,ص.س.جسورانه فناوری آرمانی,IRT3VC030007,20230515,2,ص.س.جسورانه فناوری آرمانی,A,T1,NO,4,68,6815,305
8605864619430858,IRR3DCAZ0101,DCAX1,Dona Catering-R,DCAZ,گدناح,ح.تهیه توزیع غذای دناآفرین فدک,IRR3DCAZ0102,20230102,2,تهیه توزیع غذای دنا آفرین فدک,A,1Z,NO,1,55,5520,403
8632180647649495,IRR3SSTZ0101,SSTX1,Shahrood Steel-R,SSTZ,فرودح,ح . فولاد شاهرود,IRR3SSTZ0106,20230613,2,فولاد شاهرود,A,Z1,NO,3,27,2710,403
8646067353086740,IRO3BLSZ0001,BLSZ1,Const and Rail,BLSZ,بالاس,مهندسی ساختمان تاسیسات راه آهن,IRO3BLSZ0001,20230909,2,مهندسی ساختمان تاسیسات راه آهن,A,Z1,NO,3,45,4520,303
8676363345079392,IRR1BARZ0101,BARX1,Kerman Tire-R,BARZ,پکرمانح,ح . گروه  صنعتی  بارز,IRR1BARZ0109,20171213,1,گروه  صنعتی  بارز,A,N2,NO,5,25,2511,400
8685676232487546,IRB3MF010591,MF011,Moshfegh MRB261212,MF01,مشفق05,مرابحه ت.صنعتی مشفق14050921,IRB3MF010591,20230607,2,مرابحه توسعه صنعتی مشفق,A,17,NO,4,69,6911,306
8725363201030474,IRO3IZIZ0001,IZIZ1,Iranian Zinc Ind.,IZIZ,فگستر,گسترش صنایع روی ایرانیان,IRO3IZIZ0000,20230909,2,گسترش صنایع روی ایرانیان,A,1Z,NO,1,27,2720,303
8731565448647588,IRR1MSMI0101,MSMX1,I. N. C. Ind.-R,MSMI,فملیح,ح . ملی  صنایع  مس  ایران,IRR1MSMI0102,20200823,1,ملی  صنایع  مس  ایران,A,N1,NO,1,27,2720,400
8790413783522890,IRR3SJSZ0101,SJSX1,SirjanJahanSteel-R,SJSZ,فجهانح,ح. مجتمع جهان فولاد سیرجان,IRR3SJSZ0108,20221102,2,مجتمع جهان فولاد سیرجان,A,16,NO,1,27,2710,403
8817369445940242,IRO3MSZ95061,MK721,BANK MASKAN,MSKZ,تسه9506,امتیاز تسهیلات مسکن شهریور 95,IRO3MSZ95063,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
8897331139163152,IRB4SO090621,O09Q1,SOV.GMR108SP270508,SO09,اراد108,مرابحه عام دولت108-ش.خ060218,IRB4SO090629,20230607,2,مرابحه عام دولت108-ش.خاص0602,A,17,NO,4,69,6945,706
8900726085939949,IRX6X72T0006,X72T6,Index Group 72,IDXS,72-رایانه6,72-رایانه,IRX6X72T0001,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
8905255747609110,IRO6MSKZ0021,MZ291,Mortgage Right0002,MSKZ,تسه0002,امتیازتسهیلاتمسکن اردیبهشت1400,IRO6MSKZ0022,20230717,2,بانک مسکن,A,M1,NO,4,59,5910,307
8915450910866216,IRO1DZAH0001,DZAH1,Zahravi Phar.,DZAH,دزهراوی,داروسازی زهراوی,IRO1DZAH0007,20230909,1,داروسازی زهراوی,A,N2,NO,5,43,4323,300
8977369674477111,IRO1TBAS0001,TBAS1,Negin Tabas L.,TBAS,کطبس,ذغال سنگ  نگین  ط بس,IRO1TBAS0004,20230909,1,ذغال سنگ  نگین  ط بس,A,N1,NO,3,10,1010,300
8977441217024425,IRO1SEPA0001,SEPA1,Sepahan Group,SEPA,فسپا,گروه صنعتی سپاهان,IRO1SEPA0005,20230909,1,گروه صنعتی سپاهان,A,N1,NO,3,27,2710,300
8981227815720204,IRR1BRKT0101,BRKX1,G.Barekat Pharm-R,BRKT,برکتح,ح . گروه دارویی برکت,IRR1BRKT0105,20230902,1,گروه دارویی برکت,A,N1,NO,3,43,4399,400
8992202615765020,IRR1SSIN0101,SSIX1,Iran Chem. Ind.-R,SSIN,شیرانح,ح . س. صنایع شیمیایی ایران,IRR1SSIN0105,20191014,1,س. صنایع شیمیایی ایران,A,N1,NO,3,44,4411,400
9075805849723903,IRB4SO060351,O06Q1,SOV.GMR105SP240724,SO06,اراد105,مرابحه عام دولت105-ش.خ030503,IRB4SO060358,20230607,2,مرابحه عام دولت105-ش.خاص0305,A,17,NO,4,69,6945,706
9097515773407564,IRO3MSZ91041,MK221,Bank Maskan,MSKZ,تسه9104,امتیاز تسهیلات مسکن تیرماه91,IRO3MSZ91047,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
9098178887955847,IRO1GMSH0001,GMSH1,Shahr Financial G.,GMSH,شهر,گروه مالی شهر,IRO1GMSH0009,20230909,1,گروه مالی شهر,A,N2,NO,5,56,5699,300
9130678791176482,IRI3I0010001,I0011,startter Khodro,I001,استارتر دیجیتال,استارتر دیجیتال ضد سرقت خودرو,IRI3I0010004,20180721,2,استارتر دیجیتال ضدسرقت خودرو,A,Z1,NO,5,76,7612,903
9141577977527107,IRO7VIRP0001,VIRP1,Iran Inds. Co.,VIRP,وایرا,سرمایه گذاری صنایع ایران,IRO7VIRP0001,20230909,4,سرمایه گذاری صنایع ایران,A,P1,NO,7,56,5699,309
9171279728707865,IRR1BMPS0101,BMPX1,Pars Int. Mfg.-R,BMPS,شپارسح,ح . بین  المللی محصولات پارس,IRR1BMPS0106,20210613,1,بین  المللی  محصولات   پارس,A,N2,NO,5,44,4424,400
9253164172599337,IRB3W0360291,W0361,PCC Sanat 20231221,W036,گام020911,گواهی اعتبارمولد صنعت020930,IRB3W0360290,20230607,2,گواهی مولدبانک صنعت و معدن0209,A,17,NO,4,69,6922,306
9375107506435996,IRT3HUSF0001,HUSF1,Hushyar ETF,HUSF,هوشیار,صندوق س.هوش تصمیم -س,IRT3HUSF0007,20230903,2,صندوق س.هوش تصمیم,A,T1,NO,4,68,6811,305
9426409412915340,IRB1QM060001,QM6Q1,Quotes 06,QM06,مظنه6,مظنه پذیره6- اوراق منفعت دولت,IRB1QM060009,20220525,2,مظنه پذیره نویسی اوراق دولتی6,A,18,NO,4,69,6946,402
9446254658865991,IRR7PMMP0101,PMMX1,Mamasani Petro.-R,PMMP,ممسنیح,ح.پتروشیمی ممسنی,IRR7PMMP0100,20180721,4,پتروشیمی ممسنی,A,P1,NO,7,44,4411,404
9481703061634967,IRO1IPAR0001,IPAR1,Parsian,IPAR,پارسیان,بیمه پارسیان,IRO1IPAR0002,20230909,1,بیمه پارسیان,A,N1,NO,3,66,6603,300
9536587154100457,IRO1BPAS0001,BPAS1,S*Pasargad Bank,BPAS,وپاسار,بانک  پاسارگاد,IRO1BPAS0008,20230909,1,بانک پاسارگاد,A,N1,NO,3,57,5719,300
9546211590069761,IRR3DIBZ0101,DIBX1,Damavand InvBank-R,DIBZ,تماوندح,ح. تامین سرمایه دماوند,IRR3DIBZ0105,20230815,2,تامین سرمایه دماوند,A,Z1,NO,3,67,6719,403
9586715245691917,IRB3TB469921,TB461,TreasuryBill200513,TB46,اخزا715,اسنادخزانه-م15بودجه97-990224,IRB3TB469927,20190618,2,اسنادخزانه اسلامی-م15بودجه1397,A,I1,NO,4,69,6940,306
9609565131304189,IRO3ZF300001,ZF301,Iran Zamin,ZF30,ایران زمین,پذیره بانک ایران زمین,IRO3ZF300008,20180721,2,بانک ایران زمین,A,Z1,NO,5,65,6519,303
9615049964433782,IRB3ZD010651,ZD011,ZagrosD MRB 270821,ZD01,زاگرس دارو06,مرابحه زاگرس داروپارسیان060530,IRB3ZD010655,20230821,2,دارو ونهاده زاگرس داروپارسیان,A,17,NO,4,69,6911,306
9668593549286900,IRB3TF0302C1,TF3Q1,TFardaIJRSEP240225,TF03,تابان03,اجاره تابان سپهر14021206,IRB3TF0302C2,20230607,2,اجاره تابان فردا سپهر 021206,A,17,NO,4,69,6910,306
9698674686691945,IRO1KPRS0001,KPRS1,Pars Tile,KPRS,کپارس,کاشی  پارس,IRO1KPRS0008,20230909,1,کاشی  پارس,A,N2,NO,5,49,4993,300
9708343766978217,IRB1QM100001,QMAQ1,Quotes 10,QM10,مظنه10,مظنه پذیره10- اوراق منفعت دولت,IRB1QM100003,20210310,2,مظنه پذیره نویسی اوراق دولتی10,A,18,NO,4,69,6946,402
9735952970352083,IRXZXTPT0006,XTPT6,IFB Trans&Str Indx,IDXS,حمل ونقل انباردار6,حمل و نقل و انبارداری فرابورس,IRXZXTPT0005,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
9761381741308262,IRO7SHOP0001,SHOP1,Shomal Invest.,SHOP,وشمال,س. چشم انداز توسعه شمال,IRO7SHOP0000,20230909,4,س. چشم انداز توسعه شمال,A,P1,NO,7,56,5699,309
9866485009925582,IRR1PSER0101,PSEX1,Pars Ceram-R,PSER,کسرامح,ح . پارس  سرام,IRR1PSER0108,20171213,1,پارس  سرام,A,N2,NO,5,54,5491,400
9873430050367304,IRT3VC150001,VC151,Data VCF-VR,VC15,دیتا,ص.ج.فناوری های تکاملی20% تادیه,IRT3VC150003,20230515,2,ص.س.جسورانه فناوری های تکاملی,A,T1,NO,4,68,6815,305
9882348775152461,IRB3TB940351,TB941,TreasuryBill240812,TB94,اخزا004,اسنادخزانه-م4بودجه00-030522,IRB3TB940356,20220906,2,اسنادخزانه اسلامی-م4بودجه1400,A,I1,NO,4,69,6940,306
9925324137489171,IRR3DTDZ0101,DTDX1,Tolid Daroo-R,DTDZ,دتولیدح,ح. داروسازی تولید دارو,IRR3DTDZ0100,20230805,2,داروسازی تولید دارو,A,1Z,NO,1,43,4323,403
9925667573671884,IRB3TB299851,TB291,TreasuryBill190814,TB29,اخزا622,اسنادخزانه-م22بودجه96-980523,IRB3TB299852,20180721,2,اسنادخزانه اسلامی-م22بودجه1396,A,I1,NO,4,69,6940,306
9956888831468521,IRO3ARDZ0001,ARDZ1,Ardineh StarchGlu,ARDZ,آردینه,نشاسته و گلوکز آردینه,IRO3ARDZ0003,20230909,2,نشاسته و گلوکز آردینه,A,Z1,NO,3,42,4232,303
9987529074833218,IRO7ABYP0001,ABYP1,Abshirin Agro,ABYP,آبین,کشت و صنعت آبشیرین,IRO7ABYP0004,20230909,4,کشت و صنعت آبشیرین,A,P1,NO,7,01,0111,309
10018675423568797,IRR7KIVP0101,KIVX1,Keivan-R,KIVP,غیوانح,ح.کیوان,IRR7KIVP0100,20200930,4,کیوان,A,L1,NO,7,42,4241,404
10024128313803797,IRO3GDSZ0001,GDSZ1,Golgasht Nemouneh,GDSZ,زگلدشت,کشت و دام گلدشت نمونه اصفهان,IRO3GDSZ0006,20230909,2,کشت و دام گلدشت نمونه اصفهان,A,1Z,NO,1,01,0121,303
10051281467803178,IRB3TB429841,TB421,TreasuryBill190721,TB42,اخزا711,اسنادخزانه-م11بودجه97-980430,IRB3TB429848,20180910,2,اسنادخزانه اسلامی-م11بودجه1397,A,I1,NO,4,69,6940,306
10055255678920880,IRO7MIVP0001,MIVP1,Melat Investment,MIVP,وملت,سرمایه گذاری ملت,IRO7MIVP0006,20230909,4,سرمایه گذاری ملت,A,C1,NO,7,56,5699,309
10079795343879888,IRR1FRIS0101,FRIX1,Iran Ferr.-R,FRIS,فروسح,ح . فروسیلیس  ایران,IRR1FRIS0106,20230114,1,فروسیلیس  ایران,A,N1,NO,1,27,2710,400
10114441830266109,IRO3DCAZ0001,DCAZ1,Dona Catering,DCAZ,گدنا,تهیه توزیع غذای دنا آفرین فدک,IRO3DCAZ0000,20230909,2,تهیه توزیع غذای دنا آفرین فدک,A,1Z,NO,1,55,5520,303
10120557300120078,IRO1SHND0001,SHND1,Sahand Rubber,SHND,پسهند,صنایع  لاستیکی   سهند,IRO1SHND0001,20230909,1,صنایع  لاستیکی   سهند,A,N2,NO,5,25,2519,300
10134751929001651,IRR1NOSH0101,NOSX1,Noush Maz.-R,NOSH,غنوشح,ح . نوش مازندران,IRR1NOSH0100,20171213,1,نوش مازندران,A,N2,NO,5,42,4213,400
10145129193828624,IRT1CNGF0001,CNGF1,Negin ETF,CNGF,نگین,ص.س. زمین و ساختمان نگین شهرری,IRT1CNGF0007,20230227,1,ص.س. زمین و ساختمان نگین شهرری,A,H1,NO,4,68,6813,305
10157407031358922,IRR1CRBN0101,CRBX1,Iran Carbon-R,CRBN,شکربنح,ح . کربن  ایران,IRR1CRBN0101,20171213,1,کربن  ایران,A,N1,NO,3,44,4429,400
10168197471714005,IRR1TBAS0101,TBAX1,Negin Tabas L.-R,TBAS,کطبسح,ح . ذغال سنگ  نگین  ط بس,IRR1TBAS0106,20230114,1,ذغال سنگ  نگین  ط بس,A,N1,NO,3,10,1010,400
10171945867136336,IRO1SITA0001,SITA1,Tamin Cement,SITA,سیتا,سرمایه گذاری سیمان تامین,IRO1SITA0007,20230909,1,سرمایه گذاری سیمان تامین,A,N2,NO,5,53,5394,300
10191122735393627,IRO1OS090001,OS091,KhorasanJonobi Inv,OS09,وسخراج,شرکت س استان خراسان جنوبی,IRO1OS090005,20230909,1,شرکت س استان خراسان جنوبی,A,N2,NO,5,56,5699,300
10226952378814458,IRXZXITG0006,XITG6,IFB Com&RelatedAct,IDXS,فناوری اطلاعات فر6,شاخص فناوری اطلاعات فرابورس,IRXZXITG0009,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
10231600590694992,IRB4SF720241,S72Q1,SOV.MNF72SP230702,SF72,افاد72,منفعت دولت7-ش.خاص سپهر0204,IRB4SF720242,20230607,2,منفعت دولت7-شرایط خاص سپهر,A,17,NO,4,69,6946,706
10236455588057352,IRO3EELZ0001,EELZ1,Entekhab Elect.,EELZ,انتخاب,گروه انتخاب الکترونیک آرمان,IRO3EELZ0004,20230909,2,صنعتی انتخاب الکترونیک آرمان,A,1Z,NO,1,29,2930,303
10339760823334065,IRB3PLIZ9971,PLIQ1,ParsianLotus Ijara,PLIZ,لوتوس99,اجاره لوتوس پارسیان990717,IRB3PLIZ9971,20221212,2,اجاره لوتوس پارسیان990717,A,17,NO,4,69,6910,306
10411249540376641,IRO3NAMZ0001,NAMZ1,Asianama N.G.T,NAMZ,ناما,تولیدی مخازن گازطبیعی آسیاناما,IRO3NAMZ0006,20230909,2,تولیدی مخازن گاز آسیاناما,A,Z1,NO,3,34,3430,303
10455424349923115,IRB4SG3202B1,G32Q1,SOV.GMR32.SP240202,SG32,اراد32,مرابحه عام دولت3-ش.خ0211,IRB4SG3202B1,20230607,2,مرابحه عام دولت3-شرایط خاص0211,A,17,NO,4,69,6945,706
10465655034123314,IRR7PGOP0101,PGOX1,Persian Golf Inv-R,PGOP,تفارسح,ح . تامین سرمایه خلیج فارس,IRR7PGOP0106,20230904,4,تامین سرمایه خلیج فارس,A,16,NO,7,67,6719,404
10497143354080476,IRO1PERS0001,PERS1,Oil&Gas Persia,PERS,پرشیا,توسعه صنعت نفت و گاز پرشیا,IRO1PERS0006,20230909,1,توسعه صنعت نفت و گاز پرشیا,A,N2,NO,5,11,1110,300
10523825119011581,IRX6XS300006,XS306,Top 30 Index,IDXS,شاخص 30 شرکت بزرگ6,شاخص 30 شرکت بزرگ,IRX6XS300003,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
10568944722570445,IRO1SEFH0001,SEFH1,Isfahan Cement,SEFH,سصفها,سیمان اصفهان,IRO1SEFH0000,20230909,1,سیمان اصفهان,A,N2,NO,5,53,5394,300
10573071518775932,IRB3MBS20141,MB2Q1,Maskan MBS 220714,MBS2,رهن0104,اوراق رهنی بانک مسکن14010423,IRB3MBS20141,20221212,2,اوراق رهنی بانک مسکن14010423,A,17,NO,4,69,6913,306
10587006028472176,IRO3OTCZ0001,OTCZ1,OilTurboCompressor,OTCZ,توربو,توربو کمپرسور نفت,IRO3OTCZ0006,20230909,2,توربو کمپرسور نفت,A,Z1,NO,3,29,2912,303
10623013976366443,IRB3PR0105A1,PR011,PetroPak MRB261226,PR01,پتروپاک05,مرابحه پتروپاک مشرق14051005,IRB3PR0105A6,20230607,2,مرابحه پترو پاک مشرق زمین,A,17,NO,4,69,6911,306
10654052153538617,IRO7ABGP0001,ABGP1,Abgineh,ABGP,کابگن,تولیدی و صنعتی آبگینه,IRO7ABGP0006,20230909,4,تولیدی و صنعتی آبگینه,A,C1,NO,7,54,5410,309
10677799813511467,IRR3VITZ0101,VITX1,Vitana-R,VITZ,غویتاح,ح . ویتانا,IRR3VITZ0103,20220828,2,ویتانا,A,1Z,NO,1,42,4243,403
10681482576452029,IRR7VOSP0101,VOSX1,Vosoogh Invest.-R,VOSP,وثوقح,ح . سرمایه گذاری وثوق امین,IRR7VOSP0104,20210908,4,سرمایه گذاری وثوق امین,A,P1,NO,7,56,5699,404
10741091548027385,IRR1BFJR0101,BFJX1,Fajr EPersiaGulf-R,BFJR,بفجرح,ح . فجر انرژی خلیج فارس,IRR1BFJR0104,20220516,1,فجر انرژی خلیج فارس,A,N2,NO,5,40,4011,400
10795723506538053,IRT1FIRO0001,FIRO1,Firouzeh Asia ETF,FIRO,فیروزا,صندوق ارمغان فیروزه آسیا-ثابت,IRT1FIRO0007,20230227,1,صندوق ارمغان فیروزه آسیا-ثابت,A,H1,NO,4,68,6812,305
10814280156273322,IRR1VSIN0101,VSIX1,Sina Fin. Ins.-R,VSIN,وسیناح,ح . بانک سینا,IRR1VSIN0100,20211009,1,بانک سینا,A,N1,NO,3,57,5719,400
10831074117626896,IRO7GHUP0001,GHUP1,Uroomie Sugar,GHUP,قاروم,قند ارومیه,IRO7GHUP0006,20230909,4,قند ارومیه,A,P1,NO,7,38,3842,309
10836368596667625,IRT3NGAF0001,NGAF1,MaskanSh.GharbETCF,NGAF,صغرب,صندوق س.مسکن شمال غرب-ز,IRT3NGAF0007,20210919,2,صندوق س.مسکن شمال غرب-ز,A,T1,NO,4,68,6813,305
10843114830116591,IRO7BRTP0001,BRTP1,Borujerd Textile,BRTP,نبروج,نساجی بروجرد,IRO7BRTP0002,20230909,4,نساجی بروجرد,A,C1,NO,7,17,1711,309
10915288223616741,IRXZXCNS0006,XCNS6,IFB Building Cons.,IDXS,ساخت املاک فرا6,شاخص ساخت املاک فرابورس,IRXZXCNS0007,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
11006334882585136,IRO3ZF750001,ZF751,Abbaspoor Power,ZF75,نیروگاه عباسپور,بهره برداری نیروگاه عباسپور,IRO3ZF750004,20180721,2,بهره برداری نیروگاه عباسپور,A,Z1,NO,5,40,4010,303
11013227010066353,IRX6XWTH0006,XWTH6,Top 30 Price,IDXS,شاخص قیمت 30 شرکت6,شاخص قیمت 30 شرکت,IRX6XWTH0001,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
11019264549255051,IRB4SM0798C1,SM7Q1,SOV.Mush7SPL200317,SM07,اشاد7,مشارکت دولتی7-شرایط خاص981227,IRB4SM0798C7,20221212,2,مشارکت دولتی7-مسکن-بودجه1394,A,17,NO,4,69,6920,706
11048663299859339,IRR7SEKP0101,SEKX1,Majd Khaf-R,SEKP,سخوافح,ح. سیمان مجد خواف,IRR7SEKP0109,20180721,4,سیمان مجد خواف,A,P1,NO,7,53,5394,404
11069747713632889,IRB3FI0105B1,FI011,SaafFilm1MRB270205,FI01,صاف فیلم51,مرابحه صاف فیلم کاردان051116,IRB3FI0105B4,20230607,2,صاف فیلم نوین آذربایجان کاردان,A,17,NO,4,69,6911,306
11076376841181452,IRXZXEXR0106,XE106,EXIR Com. FreFloat,IDXS,اکسیر آزاد شناور6,اکسیر آزاد شناور کل,IRXZXEXR0103,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
11129387075131725,IRO1TMLT0001,TMLT1,Mellat Inv. Bank,TMLT,تملت,تامین سرمایه بانک ملت,IRO1TMLT0007,20230909,1,تامین سرمایه بانک ملت,A,N1,NO,3,67,6719,300
11183410572675415,IRR1SROD0101,SROX1,Shahroud Cement-R,SROD,سرودح,ح . سیمان شاهرود,IRR1SROD0100,20180403,1,سیمان شاهرود,A,N1,NO,1,53,5394,400
11188958204590313,IRO3ZF130001,ZF131,Tabriz,ZF13,تبریز,ماشین سازی تبریز,IRO3ZF130009,20180721,2,ماشین سازی تبریز,A,Z1,NO,5,28,2818,303
11214189898887899,IRO3MSZ91121,MK301,Bank Maskan,MSKZ,تسه9112,امتیازتسهیلات مسکن اسفندماه91,IRO3MSZ91120,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
11258722998911897,IRO1SKBV0001,SKBV1,Banks Employees,SKBV,وسکاب,س.ص.بازنشستگی کارکنان بانکها,IRO1SKBV0008,20230909,1,س.ص.بازنشستگی کارکنان بانکها,A,N1,NO,1,56,5699,300
11285885633824855,IRT1DYAF0001,DYAF1,Darya Abi ETF,DYAF,دریا,صندوق س دریای آبی فیروزه-سهام,IRT1DYAF0009,20230227,1,صندوق س دریای آبی فیروزه-سهام,A,51,NO,4,68,6811,305
11301273980316268,IRT3VC040001,VC041,Ashena Tech VCF-VR,VC04,آشناتک,ص.س.ج.آشناتک ایرانیان,IRT3VC040006,20230515,2,ص.س.جسورانه آشناتک ایرانیان,A,T1,NO,4,68,6815,305
11358107932902023,IRO1OS260001,OS261,Mazandaran Inv.,OS26,وسمازن,س.سهام عدالت استان مازندران,IRO1OS260004,20230909,1,س.سهام عدالت استان مازندران,A,N2,NO,5,56,5699,300
11362390613365284,IRB3TBRZ97C1,TBRQ1,Tabriz Musharakah,TBRZ,تبریز97,مشارکت قطار شهری تبریز971218,IRB3TBRZ97C6,20221212,2,مشارکت قطار شهری تبریز971218,A,17,NO,4,69,6921,306
11372565594192822,IRR3BLKZ0101,BLKX1,Alborz Bulk Co.-R,BLKZ,دبالکح,ح.مواد اولیه دارویی البرز بالک,IRR3BLKZ0101,20230130,2,مواد اولیه دارویی البرز بالک,A,16,NO,1,43,4323,403
11373255655518380,IRB4SG520181,G52Q1,SOV.GMR52.SP221116,SG52,اراد52,مرابحه عام دولت5-ش.خ 0108,IRB4SG520187,20221212,2,مرابحه عام دولت5-شرایط خاص0108,A,17,NO,4,69,6945,706
11385948838337592,IRR7ZNJP0101,ZNJX1,Zanjan Co. -R,ZNJP,زنجانح,ح. صنایع کشاورزی وکود زنجان,IRR7ZNJP0102,20230826,4,صنایع کشاورزی وکود زنجان,A,16,NO,7,44,4412,404
11403770140000603,IRO1VLMT0001,VLMT1,Mellat Leasing,VLMT,ولملت,واسپاری ملت,IRO1VLMT0003,20230909,1,واسپاری ملت,A,N1,NO,3,58,5891,300
11427939669935844,IRT3SATF0001,SATF1,ToseAtlasMofid ETF,SATF,اطلس,صندوق س.توسعه اطلس مفید-س,IRT3SATF0007,20221119,2,صندوق س.توسعه اطلس مفید-س,A,T1,NO,4,68,6811,305
11432067920374603,IRO1DSIN0001,DSIN1,Sina Darou Lab.,DSIN,دسینا,داروسازی  سینا,IRO1DSIN0000,20230909,1,داروسازی  سینا,A,N2,NO,5,43,4323,300
11451389074113298,IRX6X29T0006,X29T6,Index Group 29,IDXS,29-ماشین آلات6,29-ماشین آلات,IRX6X29T0005,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
11452654295102268,IRO3ZF780001,ZF781,Iran Insulator,ZF78,مقره سازی,مقره سازی ایران,IRO3ZF780001,20180721,2,مقره سازی ایران,A,Z1,NO,5,54,5491,303
11560002870991149,IRO7PGIP0001,PGIP1,Persian Gulf Inv.,PGIP,وپسا,س. پتروشیمی ساختمان  خلیج فارس,IRO7PGIP0002,20230909,4,س. پتروشیمی ساختمان خلیج فارس,A,P1,NO,7,45,4599,309
11599352365626742,IRXZXENG0006,XENG6,IFB EngineeringInd,IDXS,فنی مهندسی6,شاخص فنی مهندسی,IRXZXENG0009,20190907,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
11622051128546106,IRO1PAKS0001,PAKS1,Paxan,PAKS,شپاکسا,پاکسان,IRO1PAKS0007,20230909,1,پاکسان,A,N1,NO,1,44,4424,300
11773403764702778,IRO1BIME0001,BIME1,Insurance Inv.,BIME,وبیمه,سرمایه  گذاری  صنعت  بیمه,IRO1BIME0009,20230909,1,سرمایه  گذاری  صنعت  بیمه,A,N1,NO,1,56,5699,300
11800678942469896,IRB4SG8904B1,G89Q1,SOV.GMR89.SP260209,SG89,اراد89,مرابحه عام دولت89-ش.خ041120,IRB4SG8904B7,20230607,2,مرابحه عام دولت89-ش.خاص0411,A,17,NO,4,69,6945,706
11827297444577200,IRO1OS040001,OS041,Isfahan Inv.,OS04,وسصفا,شرکت س استان اصفهان,IRO1OS040000,20230909,1,شرکت س استان اصفهان,A,N2,NO,5,56,5699,300
11874252353466469,IRR3BSMZ0101,BSMX1,Bime Saman Co-R,BSMZ,بساماح,ح.بیمه سامان,IRR3BSMZ0102,20210918,2,بیمه سامان,A,Z1,NO,3,66,6611,403
11927496285559135,IRB3SA1000C1,S10Q1,ArvandLT.MNF220313,SA10,اروند10,منفعت صبا اروند لوتوس 14001222,IRB3SA1000C4,20221212,2,منفعت صبا اروند لوتوس 14001222,A,17,NO,4,69,6947,306
11936058301634784,IRR1DOSE0101,DOSX1,Osvah Pharm.-R,DOSE,داسوهح,ح . داروسازی  اسوه,IRR1DOSE0105,20190113,1,داروسازی  اسوه,A,N2,NO,5,43,4323,400
11964419322927535,IRO1SROD0001,SROD1,Shahroud Cement,SROD,سرود,سیمان شاهرود,IRO1SROD0008,20230909,1,سیمان شاهرود,A,N1,NO,1,53,5394,300
11983309826062040,IRB4SO080371,O08Q1,SOV.GMR107SP241015,SO08,اراد107,مرابحه عام دولت107-ش.خ030724,IRB4SO080372,20230607,2,مرابحه عام دولت107-ش.خاص0307,A,17,NO,4,69,6945,706
12004613727363965,IRB3TB740281,TB741,TreasuryBill231028,TB74,اخزا820,اسنادخزانه-م20بودجه98-020806,IRB3TB740285,20220906,2,اسنادخزانه اسلامی-م20بودجه1398,A,I1,NO,4,69,6940,306
12030217243155821,IRR3BKSZ0101,BKSX1,Kosar Ins.-R,BKSZ,کوثرح,ح . بیمه کوثر,IRR3BKSZ0104,20230820,2,بیمه کوثر,A,16,NO,3,66,6611,403
12041217376571987,IRR1RIIR0101,RIIX1,Iran Casting-R,RIIR,خریختح,ح . صنایع ریخته گری ایران,IRR1RIIR0104,20220730,1,صنایع ریخته گری ایران,A,N2,NO,5,34,3430,400
